Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Origin Factory,Sales,Units,Gross Profit,Cost
2663,ORD-2023-12663,2023-01-12,2023-01-17,Same Day,CUST-401,United States,City_42,State_9,24579,Candy,East,PROD-005,Jelly Beans,Secret Factory,818.88,349,295.38,523.5
2664,ORD-2023-12664,2023-04-03,2023-04-06,Same Day,CUST-817,United States,City_33,State_15,23448,Chocolate,South,PROD-004,Peanut Butter Cups,Lot's O' Nuts,669.58,143,240.58,429.0
2665,ORD-2023-12665,2023-10-05,2023-10-09,Same Day,CUST-378,United States,City_49,State_4,73682,Nuts,South,PROD-001,Chocolate Almonds,Lot's O' Nuts,1254.91,316,464.91,790.0
2666,ORD-2023-12666,2023-08-30,2023-09-07,Standard Class,CUST-613,United States,City_47,State_4,25953,Candy,West,PROD-003,Sour Worms,The Other Factory,496.73,218,213.33,283.4
2667,ORD-2023-12667,2023-03-15,2023-03-18,Second Class,CUST-279,United States,City_36,State_5,47212,Chocolate,West,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,2514.3,292,1054.3,1460.0
2668,ORD-2023-12668,2023-06-17,2023-06-18,Same Day,CUST-297,United States,City_23,State_20,87470,Nuts,Central,PROD-001,Chocolate Almonds,The Other Factory,1962.98,453,830.48,1132.5
2669,ORD-2023-12669,2023-05-20,2023-05-28,Standard Class,CUST-869,United States,City_36,State_9,69293,Nuts,East,PROD-010,Pistachios,Sugar Shack,399.76,57,143.26,256.5
2670,ORD-2023-12670,2023-02-22,2023-02-25,First Class,CUST-352,United States,City_23,State_1,51211,Nuts,West,PROD-010,Pistachios,Lot's O' Nuts,2785.86,370,1120.86,1665.0
2671,ORD-2023-12671,2023-03-26,2023-03-29,Second Class,CUST-706,United States,City_9,State_1,67236,Chocolate,South,PROD-004,Peanut Butter Cups,Sugar Shack,2972.42,402,1766.42,1206.0
2672,ORD-2023-12672,2023-10-12,2023-10-15,Same Day,CUST-575,United States,City_34,State_8,13828,Candy,Central,PROD-005,Jelly Beans,Lot's O' Nuts,107.92,30,62.92,45.0
2673,ORD-2023-12673,2023-01-13,2023-01-24,Standard Class,CUST-736,United States,City_19,State_11,41796,Candy,East,PROD-003,Sour Worms,The Other Factory,1186.47,468,578.07,608.4
2674,ORD-2023-12674,2023-09-19,2023-09-24,Second Class,CUST-771,United States,City_17,State_10,71542,Candy,Central,PROD-005,Jelly Beans,Lot's O' Nuts,1711.46,399,1112.96,598.5
2675,ORD-2023-12675,2023-11-18,2023-11-18,First Class,CUST-279,United States,City_6,State_17,98360,Chocolate,South,PROD-009,Caramel Squares,Secret Factory,488.44,75,278.44,210.0
2676,ORD-2023-12676,2023-07-17,2023-07-24,Standard Class,CUST-609,United States,City_36,State_1,98301,Chocolate,West,PROD-009,Caramel Squares,The Other Factory,907.15,123,562.75,344.4
2677,ORD-2023-12677,2023-02-19,2023-02-26,Second Class,CUST-735,United States,City_47,State_15,42844,Chocolate,East,PROD-004,Peanut Butter Cups,Secret Factory,1009.53,123,640.53,369.0
2678,ORD-2023-12678,2023-06-19,2023-06-22,First Class,CUST-452,United States,City_32,State_12,87641,Chocolate,East,PROD-004,Peanut Butter Cups,Secret Factory,1738.64,292,862.64,876.0
2679,ORD-2023-12679,2023-04-06,2023-04-10,First Class,CUST-100,United States,City_27,State_20,66351,Nuts,East,PROD-010,Pistachios,Sugar Shack,3888.11,304,2520.11,1368.0
2680,ORD-2023-12680,2023-03-20,2023-03-23,First Class,CUST-656,United States,City_28,State_1,59448,Nuts,Central,PROD-010,Pistachios,Lot's O' Nuts,2995.21,276,1753.21,1242.0
2681,ORD-2023-12681,2023-08-04,2023-08-10,First Class,CUST-563,United States,City_49,State_9,58661,Candy,South,PROD-002,Gummy Bears,Lot's O' Nuts,547.1,245,253.1,294.0
2682,ORD-2023-12682,2023-06-12,2023-06-12,Same Day,CUST-195,United States,City_15,State_14,97016,Candy,East,PROD-008,Lollipops,Lot's O' Nuts,89.9,83,48.4,41.5
2683,ORD-2023-12683,2023-03-13,2023-03-20,Standard Class,CUST-120,United States,City_33,State_9,35487,Chocolate,Central,PROD-009,Caramel Squares,Lot's O' Nuts,988.89,193,448.49,540.4
2684,ORD-2023-12684,2023-06-01,2023-06-04,Same Day,CUST-892,United States,City_32,State_6,52350,Candy,West,PROD-008,Lollipops,Secret Factory,143.47,147,69.97,73.5
2685,ORD-2023-12685,2023-05-04,2023-05-10,Second Class,CUST-356,United States,City_12,State_7,49515,Nuts,Central,PROD-001,Chocolate Almonds,The Other Factory,1668.48,390,693.48,975.0
2686,ORD-2023-12686,2023-02-10,2023-02-11,First Class,CUST-415,United States,City_8,State_11,54827,Chocolate,East,PROD-009,Caramel Squares,Lot's O' Nuts,1737.47,242,1059.87,677.6
2687,ORD-2023-12687,2023-10-01,2023-10-06,First Class,CUST-388,United States,City_38,State_1,60354,Chocolate,East,PROD-004,Peanut Butter Cups,Secret Factory,1083.17,183,534.17,549.0
2688,ORD-2023-12688,2023-03-25,2023-03-28,Standard Class,CUST-563,United States,City_4,State_8,37904,Candy,South,PROD-003,Sour Worms,Secret Factory,345.17,152,147.57,197.6
2689,ORD-2023-12689,2023-07-03,2023-07-06,First Class,CUST-968,United States,City_6,State_11,93890,Chocolate,Central,PROD-004,Peanut Butter Cups,Wicked Choccy's,886.29,102,580.29,306.0
2690,ORD-2023-12690,2023-01-24,2023-01-30,Second Class,CUST-948,United States,City_9,State_20,67027,Chocolate,South,PROD-009,Caramel Squares,Wicked Choccy's,655.62,153,227.22,428.4
2691,ORD-2023-12691,2023-03-22,2023-03-22,Same Day,CUST-260,United States,City_39,State_5,27173,Nuts,East,PROD-007,Cashew Clusters,Wicked Choccy's,534.73,60,294.73,240.0
2692,ORD-2023-12692,2023-08-26,2023-08-28,Same Day,CUST-281,United States,City_8,State_12,99718,Nuts,East,PROD-001,Chocolate Almonds,Sugar Shack,2074.59,287,1357.09,717.5
2693,ORD-2023-12693,2023-07-15,2023-07-19,Same Day,CUST-979,United States,City_1,State_13,39005,Chocolate,West,PROD-004,Peanut Butter Cups,The Other Factory,1736.83,319,779.83,957.0
2694,ORD-2023-12694,2023-03-04,2023-03-09,Second Class,CUST-260,United States,City_33,State_2,49592,Candy,East,PROD-003,Sour Worms,Sugar Shack,1053.48,439,482.78,570.7
2695,ORD-2023-12695,2023-03-19,2023-03-25,Second Class,CUST-787,United States,City_38,State_2,23925,Chocolate,East,PROD-009,Caramel Squares,Sugar Shack,196.53,33,104.13,92.4
2696,ORD-2023-12696,2023-07-11,2023-07-15,Second Class,CUST-718,United States,City_32,State_3,89128,Nuts,West,PROD-010,Pistachios,Wicked Choccy's,2697.14,326,1230.14,1467.0
2697,ORD-2023-12697,2023-04-05,2023-04-11,Standard Class,CUST-449,United States,City_28,State_4,59385,Nuts,East,PROD-001,Chocolate Almonds,Lot's O' Nuts,2206.57,372,1276.57,930.0
2698,ORD-2023-12698,2023-12-13,2023-12-13,Same Day,CUST-165,United States,City_33,State_12,56386,Candy,Central,PROD-003,Sour Worms,Wicked Choccy's,507.2,153,308.3,198.9
2699,ORD-2023-12699,2023-10-24,2023-10-27,Same Day,CUST-246,United States,City_15,State_1,47441,Nuts,East,PROD-010,Pistachios,Sugar Shack,4011.54,328,2535.54,1476.0
2700,ORD-2023-12700,2023-02-12,2023-02-16,Second Class,CUST-579,United States,City_30,State_18,19891,Chocolate,West,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,2563.01,207,1528.01,1035.0
2701,ORD-2023-12701,2023-08-14,2023-08-16,First Class,CUST-350,United States,City_29,State_1,25501,Candy,South,PROD-005,Jelly Beans,Sugar Shack,1115.68,385,538.18,577.5
2702,ORD-2023-12702,2023-12-13,2023-12-17,Second Class,CUST-206,United States,City_6,State_15,75398,Nuts,Central,PROD-010,Pistachios,Sugar Shack,3716.37,324,2258.37,1458.0
2703,ORD-2023-12703,2023-01-30,2023-02-02,First Class,CUST-582,United States,City_42,State_14,18768,Nuts,South,PROD-007,Cashew Clusters,Secret Factory,1313.3,186,569.3,744.0
2704,ORD-2023-12704,2023-12-25,2024-01-01,Standard Class,CUST-660,United States,City_4,State_14,96793,Candy,West,PROD-003,Sour Worms,Lot's O' Nuts,878.5,341,435.2,443.3
2705,ORD-2023-12705,2023-03-09,2023-03-18,Second Class,CUST-216,United States,City_26,State_16,92059,Candy,East,PROD-002,Gummy Bears,The Other Factory,259.83,135,97.83,162.0
2706,ORD-2023-12706,2023-11-19,2023-11-24,Same Day,CUST-537,United States,City_14,State_11,42253,Chocolate,East,PROD-009,Caramel Squares,Secret Factory,2681.36,432,1471.76,1209.6
2707,ORD-2023-12707,2023-03-05,2023-03-05,Same Day,CUST-259,United States,City_5,State_5,59617,Candy,West,PROD-003,Sour Worms,Wicked Choccy's,756.09,286,384.29,371.8
2708,ORD-2023-12708,2023-04-23,2023-04-23,Same Day,CUST-185,United States,City_19,State_5,89465,Chocolate,Central,PROD-009,Caramel Squares,Sugar Shack,2994.76,476,1661.96,1332.8
2709,ORD-2023-12709,2023-01-15,2023-01-21,Standard Class,CUST-564,United States,City_22,State_8,84684,Candy,East,PROD-005,Jelly Beans,Wicked Choccy's,1925.47,490,1190.47,735.0
2710,ORD-2023-12710,2023-12-26,2024-01-04,Second Class,CUST-246,United States,City_17,State_14,55164,Chocolate,West,PROD-009,Caramel Squares,The Other Factory,1654.15,367,626.55,1027.6
2711,ORD-2023-12711,2023-11-10,2023-11-10,Same Day,CUST-590,United States,City_49,State_18,43797,Nuts,South,PROD-010,Pistachios,The Other Factory,882.29,116,360.29,522.0
2712,ORD-2023-12712,2023-07-31,2023-08-04,Same Day,CUST-449,United States,City_14,State_17,28279,Candy,West,PROD-002,Gummy Bears,Secret Factory,522.85,185,300.85,222.0
2713,ORD-2023-12713,2023-12-08,2023-12-09,First Class,CUST-497,United States,City_23,State_6,66094,Nuts,East,PROD-001,Chocolate Almonds,Lot's O' Nuts,1758.01,455,620.51,1137.5
2714,ORD-2023-12714,2023-08-16,2023-08-16,Same Day,CUST-325,United States,City_24,State_3,28939,Nuts,West,PROD-007,Cashew Clusters,Sugar Shack,4873.42,453,3061.42,1812.0
2715,ORD-2023-12715,2023-06-26,2023-06-28,First Class,CUST-354,United States,City_32,State_12,98164,Candy,Central,PROD-008,Lollipops,Wicked Choccy's,179.54,122,118.54,61.0
2716,ORD-2023-12716,2023-07-30,2023-07-30,Same Day,CUST-623,United States,City_19,State_19,65818,Nuts,South,PROD-007,Cashew Clusters,Sugar Shack,1311.83,143,739.83,572.0
2717,ORD-2023-12717,2023-12-29,2024-01-01,First Class,CUST-122,United States,City_20,State_14,91982,Candy,Central,PROD-003,Sour Worms,Wicked Choccy's,706.74,198,449.34,257.4
2718,ORD-2023-12718,2023-10-24,2023-10-27,Same Day,CUST-528,United States,City_21,State_13,79970,Candy,East,PROD-003,Sour Worms,Sugar Shack,292.06,76,193.26,98.8
2719,ORD-2023-12719,2023-08-04,2023-08-09,Standard Class,CUST-558,United States,City_27,State_16,33504,Chocolate,West,PROD-006,Dark Chocolate Truffles,Lot's O' Nuts,3396.02,402,1386.02,2010.0
2720,ORD-2023-12720,2023-11-11,2023-11-17,Standard Class,CUST-320,United States,City_17,State_9,28151,Nuts,Central,PROD-010,Pistachios,Wicked Choccy's,2513.11,235,1455.61,1057.5
2721,ORD-2023-12721,2023-08-12,2023-08-16,First Class,CUST-480,United States,City_1,State_6,29312,Candy,East,PROD-002,Gummy Bears,Wicked Choccy's,1456.72,454,911.92,544.8
2722,ORD-2023-12722,2023-10-09,2023-10-09,Same Day,CUST-975,United States,City_45,State_1,47601,Chocolate,South,PROD-004,Peanut Butter Cups,Sugar Shack,3406.18,448,2062.18,1344.0
2723,ORD-2023-12723,2023-07-11,2023-07-12,Second Class,CUST-398,United States,City_45,State_2,70156,Chocolate,South,PROD-006,Dark Chocolate Truffles,Secret Factory,964.63,69,619.63,345.0
2724,ORD-2023-12724,2023-02-17,2023-02-21,Second Class,CUST-796,United States,City_10,State_8,35305,Nuts,West,PROD-001,Chocolate Almonds,Wicked Choccy's,866.22,159,468.72,397.5
2725,ORD-2023-12725,2023-06-12,2023-06-16,First Class,CUST-504,United States,City_32,State_13,68362,Candy,East,PROD-008,Lollipops,Wicked Choccy's,54.11,42,33.11,21.0
2726,ORD-2023-12726,2023-11-19,2023-11-22,Same Day,CUST-969,United States,City_34,State_14,36274,Nuts,West,PROD-001,Chocolate Almonds,Secret Factory,764.44,122,459.44,305.0
2727,ORD-2023-12727,2023-03-19,2023-03-23,Second Class,CUST-961,United States,City_4,State_17,48296,Nuts,East,PROD-001,Chocolate Almonds,Lot's O' Nuts,157.12,23,99.62,57.5
2728,ORD-2023-12728,2023-05-10,2023-05-12,Same Day,CUST-656,United States,City_14,State_7,37854,Chocolate,West,PROD-009,Caramel Squares,Sugar Shack,3341.94,405,2207.94,1134.0
2729,ORD-2023-12729,2023-09-18,2023-09-22,Standard Class,CUST-807,United States,City_35,State_20,63145,Nuts,South,PROD-007,Cashew Clusters,Secret Factory,1104.95,95,724.95,380.0
2730,ORD-2023-12730,2023-01-05,2023-01-06,Same Day,CUST-793,United States,City_17,State_20,47491,Candy,West,PROD-008,Lollipops,Lot's O' Nuts,446.75,446,223.75,223.0
2731,ORD-2023-12731,2023-10-15,2023-10-25,Standard Class,CUST-386,United States,City_37,State_2,24906,Nuts,West,PROD-007,Cashew Clusters,The Other Factory,2289.17,199,1493.17,796.0
2732,ORD-2023-12732,2023-02-17,2023-02-21,First Class,CUST-320,United States,City_24,State_2,95601,Chocolate,Central,PROD-004,Peanut Butter Cups,Wicked Choccy's,3335.85,474,1913.85,1422.0
2733,ORD-2023-12733,2023-05-30,2023-05-31,First Class,CUST-453,United States,City_34,State_2,80895,Nuts,East,PROD-001,Chocolate Almonds,Lot's O' Nuts,873.91,210,348.91,525.0
2734,ORD-2023-12734,2023-05-11,2023-05-12,First Class,CUST-388,United States,City_4,State_9,41718,Nuts,East,PROD-001,Chocolate Almonds,Wicked Choccy's,1345.85,336,505.85,840.0
2735,ORD-2023-12735,2023-09-18,2023-09-21,Same Day,CUST-318,United States,City_22,State_7,78477,Candy,South,PROD-002,Gummy Bears,Sugar Shack,356.32,184,135.52,220.8
2736,ORD-2023-12736,2023-06-08,2023-06-08,Same Day,CUST-617,United States,City_4,State_7,15513,Candy,West,PROD-002,Gummy Bears,Sugar Shack,579.62,244,286.82,292.8
2737,ORD-2023-12737,2023-09-22,2023-09-22,Same Day,CUST-388,United States,City_29,State_4,73839,Nuts,East,PROD-010,Pistachios,Lot's O' Nuts,4322.92,486,2135.92,2187.0
2738,ORD-2023-12738,2023-02-16,2023-02-24,Standard Class,CUST-258,United States,City_30,State_4,63057,Candy,Central,PROD-008,Lollipops,The Other Factory,583.78,484,341.78,242.0
2739,ORD-2023-12739,2023-12-26,2024-01-01,Same Day,CUST-209,United States,City_24,State_17,61021,Nuts,West,PROD-010,Pistachios,The Other Factory,600.94,62,321.94,279.0
2740,ORD-2023-12740,2023-02-13,2023-02-20,Standard Class,CUST-946,United States,City_25,State_15,56694,Nuts,South,PROD-007,Cashew Clusters,The Other Factory,2837.74,301,1633.74,1204.0
2741,ORD-2023-12741,2023-03-23,2023-03-30,Second Class,CUST-990,United States,City_3,State_11,13681,Nuts,West,PROD-010,Pistachios,The Other Factory,1589.72,221,595.22,994.5
2742,ORD-2023-12742,2023-04-08,2023-04-13,First Class,CUST-652,United States,City_5,State_19,55583,Chocolate,West,PROD-006,Dark Chocolate Truffles,The Other Factory,1424.36,140,724.36,700.0
2743,ORD-2023-12743,2023-10-07,2023-10-11,Second Class,CUST-345,United States,City_16,State_19,96000,Nuts,South,PROD-007,Cashew Clusters,Sugar Shack,1488.81,199,692.81,796.0
2744,ORD-2023-12744,2023-03-23,2023-03-29,First Class,CUST-245,United States,City_7,State_15,73173,Nuts,West,PROD-010,Pistachios,The Other Factory,1965.85,208,1029.85,936.0
2745,ORD-2023-12745,2023-12-15,2023-12-23,Standard Class,CUST-374,United States,City_28,State_14,81834,Chocolate,East,PROD-006,Dark Chocolate Truffles,The Other Factory,2066.68,179,1171.68,895.0
2746,ORD-2023-12746,2023-04-14,2023-04-23,Standard Class,CUST-627,United States,City_22,State_7,30655,Candy,West,PROD-008,Lollipops,The Other Factory,11.23,13,4.73,6.5
2747,ORD-2023-12747,2023-08-09,2023-08-12,Same Day,CUST-762,United States,City_15,State_9,51504,Candy,South,PROD-008,Lollipops,Wicked Choccy's,366.25,313,209.75,156.5
2748,ORD-2023-12748,2023-06-13,2023-06-17,Second Class,CUST-479,United States,City_20,State_14,23958,Candy,East,PROD-002,Gummy Bears,Sugar Shack,249.72,74,160.92,88.8
2749,ORD-2023-12749,2023-01-04,2023-01-11,Second Class,CUST-583,United States,City_9,State_1,93743,Chocolate,South,PROD-004,Peanut Butter Cups,Lot's O' Nuts,2448.77,284,1596.77,852.0
2750,ORD-2023-12750,2023-09-01,2023-09-01,Same Day,CUST-864,United States,City_49,State_4,25842,Candy,West,PROD-008,Lollipops,Wicked Choccy's,272.98,250,147.98,125.0
2751,ORD-2023-12751,2023-03-07,2023-03-11,First Class,CUST-768,United States,City_33,State_13,36007,Chocolate,West,PROD-009,Caramel Squares,Sugar Shack,2648.63,364,1629.43,1019.2
2752,ORD-2023-12752,2023-08-15,2023-08-27,Standard Class,CUST-174,United States,City_4,State_5,46524,Nuts,East,PROD-001,Chocolate Almonds,The Other Factory,1924.93,474,739.93,1185.0
2753,ORD-2023-12753,2023-09-08,2023-09-10,First Class,CUST-153,United States,City_23,State_16,96797,Candy,Central,PROD-003,Sour Worms,Wicked Choccy's,441.9,120,285.9,156.0
2754,ORD-2023-12754,2023-03-03,2023-03-07,Same Day,CUST-746,United States,City_31,State_4,59309,Candy,East,PROD-008,Lollipops,Secret Factory,422.94,357,244.44,178.5
2755,ORD-2023-12755,2023-07-24,2023-07-26,First Class,CUST-516,United States,City_19,State_2,89594,Chocolate,South,PROD-006,Dark Chocolate Truffles,The Other Factory,2866.86,216,1786.86,1080.0
2756,ORD-2023-12756,2023-05-28,2023-06-02,Second Class,CUST-117,United States,City_40,State_12,29967,Nuts,West,PROD-010,Pistachios,Secret Factory,3486.6,408,1650.6,1836.0
2757,ORD-2023-12757,2023-12-16,2023-12-17,Same Day,CUST-899,United States,City_30,State_20,36252,Candy,West,PROD-003,Sour Worms,Sugar Shack,995.15,374,508.95,486.2
2758,ORD-2023-12758,2023-05-13,2023-05-18,Standard Class,CUST-820,United States,City_1,State_15,12785,Candy,East,PROD-003,Sour Worms,Wicked Choccy's,518.44,134,344.24,174.2
2759,ORD-2023-12759,2023-08-04,2023-08-07,Second Class,CUST-442,United States,City_32,State_19,24980,Chocolate,South,PROD-006,Dark Chocolate Truffles,Sugar Shack,462.59,35,287.59,175.0
2760,ORD-2023-12760,2023-01-23,2023-01-31,Standard Class,CUST-948,United States,City_10,State_14,11168,Candy,East,PROD-002,Gummy Bears,Sugar Shack,113.15,45,59.15,54.0
2761,ORD-2023-12761,2023-07-25,2023-08-03,Second Class,CUST-834,United States,City_14,State_9,71436,Nuts,East,PROD-001,Chocolate Almonds,The Other Factory,1100.17,188,630.17,470.0
2762,ORD-2023-12762,2023-04-23,2023-04-26,Second Class,CUST-612,United States,City_46,State_7,56944,Chocolate,South,PROD-006,Dark Chocolate Truffles,The Other Factory,1672.51,173,807.51,865.0
2763,ORD-2023-12763,2023-05-26,2023-06-02,Standard Class,CUST-683,United States,City_6,State_9,60384,Candy,West,PROD-008,Lollipops,Lot's O' Nuts,317.76,302,166.76,151.0
2764,ORD-2023-12764,2023-05-26,2023-05-26,Same Day,CUST-931,United States,City_10,State_1,37219,Chocolate,South,PROD-004,Peanut Butter Cups,The Other Factory,2942.71,357,1871.71,1071.0
2765,ORD-2023-12765,2023-08-05,2023-08-08,Same Day,CUST-630,United States,City_10,State_10,61491,Candy,West,PROD-002,Gummy Bears,Secret Factory,404.4,196,169.2,235.2
2766,ORD-2023-12766,2023-09-13,2023-09-16,Second Class,CUST-102,United States,City_3,State_2,98513,Chocolate,Central,PROD-009,Caramel Squares,Sugar Shack,1668.43,352,682.83,985.6
2767,ORD-2023-12767,2023-02-14,2023-02-23,Standard Class,CUST-486,United States,City_2,State_11,21274,Candy,South,PROD-003,Sour Worms,Lot's O' Nuts,536.21,165,321.71,214.5
2768,ORD-2023-12768,2023-04-17,2023-04-21,First Class,CUST-998,United States,City_8,State_13,95419,Nuts,Central,PROD-010,Pistachios,Lot's O' Nuts,3325.97,431,1386.47,1939.5
2769,ORD-2023-12769,2023-06-13,2023-06-16,Second Class,CUST-771,United States,City_14,State_13,88416,Chocolate,West,PROD-004,Peanut Butter Cups,Lot's O' Nuts,3005.01,470,1595.01,1410.0
2770,ORD-2023-12770,2023-01-30,2023-02-03,Standard Class,CUST-153,United States,City_34,State_20,87154,Chocolate,East,PROD-004,Peanut Butter Cups,Lot's O' Nuts,1769.83,379,632.83,1137.0
2771,ORD-2023-12771,2023-01-02,2023-01-11,Standard Class,CUST-974,United States,City_35,State_2,32739,Chocolate,South,PROD-004,Peanut Butter Cups,Lot's O' Nuts,3702.5,424,2430.5,1272.0
2772,ORD-2023-12772,2023-02-03,2023-02-04,First Class,CUST-714,United States,City_49,State_6,91919,Chocolate,Central,PROD-009,Caramel Squares,Wicked Choccy's,1173.56,181,666.76,506.8
2773,ORD-2023-12773,2023-05-15,2023-05-24,Standard Class,CUST-554,United States,City_27,State_14,21602,Nuts,West,PROD-001,Chocolate Almonds,The Other Factory,1698.19,371,770.69,927.5
2774,ORD-2023-12774,2023-10-01,2023-10-02,Second Class,CUST-624,United States,City_6,State_5,27970,Chocolate,South,PROD-004,Peanut Butter Cups,Secret Factory,3540.83,479,2103.83,1437.0
2775,ORD-2023-12775,2023-10-20,2023-10-26,First Class,CUST-814,United States,City_17,State_15,10490,Nuts,East,PROD-007,Cashew Clusters,The Other Factory,1762.01,165,1102.01,660.0
2776,ORD-2023-12776,2023-01-19,2023-01-25,Standard Class,CUST-317,United States,City_44,State_8,11096,Chocolate,East,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,2370.04,188,1430.04,940.0
2777,ORD-2023-12777,2023-11-06,2023-11-08,Second Class,CUST-397,United States,City_9,State_4,83098,Nuts,South,PROD-010,Pistachios,Secret Factory,2611.42,239,1535.92,1075.5
2778,ORD-2023-12778,2023-12-08,2023-12-13,Second Class,CUST-585,United States,City_27,State_12,94887,Nuts,Central,PROD-010,Pistachios,Lot's O' Nuts,2450.57,226,1433.57,1017.0
2779,ORD-2023-12779,2023-08-07,2023-08-11,Same Day,CUST-200,United States,City_33,State_16,72746,Nuts,South,PROD-001,Chocolate Almonds,Lot's O' Nuts,1616.14,255,978.64,637.5
2780,ORD-2023-12780,2023-05-01,2023-05-01,Same Day,CUST-780,United States,City_43,State_12,13221,Nuts,West,PROD-007,Cashew Clusters,Wicked Choccy's,2141.02,231,1217.02,924.0
2781,ORD-2023-12781,2023-07-25,2023-07-28,Same Day,CUST-288,United States,City_28,State_14,67013,Candy,West,PROD-002,Gummy Bears,Secret Factory,280.85,98,163.25,117.6
2782,ORD-2023-12782,2023-08-18,2023-08-26,Second Class,CUST-504,United States,City_21,State_6,34544,Candy,East,PROD-008,Lollipops,The Other Factory,355.21,339,185.71,169.5
2783,ORD-2023-12783,2023-05-30,2023-06-03,Same Day,CUST-927,United States,City_21,State_19,80183,Chocolate,East,PROD-009,Caramel Squares,The Other Factory,2042.06,307,1182.46,859.6
2784,ORD-2023-12784,2023-11-15,2023-11-16,First Class,CUST-255,United States,City_28,State_11,89070,Candy,Central,PROD-002,Gummy Bears,Wicked Choccy's,676.78,254,371.98,304.8
2785,ORD-2023-12785,2023-10-09,2023-10-15,Standard Class,CUST-670,United States,City_24,State_18,13229,Candy,Central,PROD-008,Lollipops,Secret Factory,391.14,439,171.64,219.5
2786,ORD-2023-12786,2023-03-05,2023-03-05,First Class,CUST-899,United States,City_25,State_11,73287,Chocolate,East,PROD-006,Dark Chocolate Truffles,Lot's O' Nuts,4376.48,405,2351.48,2025.0
2787,ORD-2023-12787,2023-03-13,2023-03-21,Standard Class,CUST-983,United States,City_23,State_13,55995,Chocolate,West,PROD-009,Caramel Squares,The Other Factory,2564.8,312,1691.2,873.6
2788,ORD-2023-12788,2023-11-28,2023-12-03,Standard Class,CUST-415,United States,City_34,State_14,15161,Candy,South,PROD-002,Gummy Bears,The Other Factory,225.4,68,143.8,81.6
2789,ORD-2023-12789,2023-11-05,2023-11-12,Standard Class,CUST-708,United States,City_46,State_6,78531,Nuts,East,PROD-001,Chocolate Almonds,Sugar Shack,492.14,104,232.14,260.0
2790,ORD-2023-12790,2023-11-24,2023-11-26,First Class,CUST-741,United States,City_15,State_1,28519,Candy,South,PROD-008,Lollipops,The Other Factory,369.1,247,245.6,123.5
2791,ORD-2023-12791,2023-02-22,2023-03-01,Standard Class,CUST-448,United States,City_41,State_1,18363,Nuts,East,PROD-010,Pistachios,Wicked Choccy's,4865.67,384,3137.67,1728.0
2792,ORD-2023-12792,2023-05-21,2023-05-24,Same Day,CUST-123,United States,City_26,State_20,55171,Chocolate,East,PROD-009,Caramel Squares,Secret Factory,640.28,97,368.68,271.6
2793,ORD-2023-12793,2023-04-07,2023-04-09,Second Class,CUST-940,United States,City_8,State_18,12054,Candy,West,PROD-003,Sour Worms,Wicked Choccy's,682.17,218,398.77,283.4
2794,ORD-2023-12794,2023-09-13,2023-09-18,Standard Class,CUST-239,United States,City_17,State_6,60448,Nuts,East,PROD-007,Cashew Clusters,Wicked Choccy's,2417.43,337,1069.43,1348.0
2795,ORD-2023-12795,2023-07-06,2023-07-07,Same Day,CUST-911,United States,City_48,State_10,13261,Nuts,Central,PROD-007,Cashew Clusters,Wicked Choccy's,1163.9,132,635.9,528.0
2796,ORD-2023-12796,2023-06-06,2023-06-10,First Class,CUST-711,United States,City_24,State_14,98904,Chocolate,East,PROD-006,Dark Chocolate Truffles,Secret Factory,3065.01,210,2015.01,1050.0
2797,ORD-2023-12797,2023-10-05,2023-10-08,Same Day,CUST-313,United States,City_24,State_10,43181,Candy,East,PROD-008,Lollipops,Sugar Shack,528.5,472,292.5,236.0
2798,ORD-2023-12798,2023-02-03,2023-02-03,First Class,CUST-539,United States,City_36,State_18,96856,Chocolate,Central,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,1584.49,153,819.49,765.0
2799,ORD-2023-12799,2023-09-17,2023-09-19,First Class,CUST-675,United States,City_48,State_8,96684,Nuts,West,PROD-007,Cashew Clusters,Sugar Shack,1189.84,111,745.84,444.0
2800,ORD-2023-12800,2023-08-02,2023-08-06,Second Class,CUST-544,United States,City_26,State_10,77840,Chocolate,South,PROD-006,Dark Chocolate Truffles,The Other Factory,4887.09,436,2707.09,2180.0
2801,ORD-2023-12801,2023-12-06,2023-12-11,Standard Class,CUST-473,United States,City_34,State_16,10599,Chocolate,West,PROD-006,Dark Chocolate Truffles,Wicked Choccy's,4656.06,425,2531.06,2125.0
2802,ORD-2023-12802,2023-03-23,2023-03-31,Second Class,CUST-518,United States,City_50,State_20,83512,Chocolate,Central,PROD-009,Caramel Squares,The Other Factory,3204.38,405,2070.38,1134.0
2803,ORD-2023-12803,2023-08-09,2023-08-12,Second Class,CUST-987,United States,City_35,State_2,56665,Chocolate,Central,PROD-004,Peanut Butter Cups,Sugar Shack,2396.3,315,1451.3,945.0
2804,ORD-2023-12804,2023-07-04,2023-07-07,Standard Class,CUST-279,United States,City_35,State_9,62545,Nuts,Central,PROD-001,Chocolate Almonds,Sugar Shack,1466.56,379,519.06,947.5
